"Gellish";"English";"Version:";"9.0";"25-okt-16";"Base Ontology";"Taxonomic Dictionary of Formal English: Upper ontology section (core)";;;;;;;;;;;;;;;;;;;;;;
0;69;54;71;16;5;43;44;2;101;1;60;3;45;15;201;65;4;66;7;14;50;68;8;67;9;10;12;13
255;910036;"English";193259;"ontology";491285;"statement";;1255;"conceptual composition of an occurrence";1001364;1146;"is a kind of";;1261;"conceptual composition relation of an individual thing";"that specifies that a whole occurrence of the specified kind can have as part an other occurrence of a specied kind.";;;;;1045;"facts about conceptual relations";"accepted";;"18-nov-98";"6-jan-05";"Andries van Renssen";"ISO 10303-221:2002"
261;910036;"English";193259;"ontology";491285;"statement";1,1;1257;"conceptual composition of an aspect";1003525;5944;"has by definition as first role a";1,1;3862;"conceptual part aspect";;;;;;1045;"facts about conceptual relations";"accepted";;"11-mrt-99";"1-apr-99";"ISO 10303-221 modelling team";"ISO 10303-221:2002"
262;910036;"English";193259;"ontology";491285;"statement";1,1;1257;"conceptual composition of an aspect";1003526;5945;"has by definition as second role a";1,1;3863;"conceptual whole aspect";;;;;;1045;"facts about conceptual relations";"accepted";;"11-mrt-99";"1-apr-99";"ISO 10303-221 modelling team";"ISO 10303-221:2002"
260;910036;"English";193259;"ontology";491285;"statement";;1257;"conceptual composition of an aspect";1001366;1146;"is a kind of";;1261;"conceptual composition relation of an individual thing";"where the composed and the composer is a kind of aspect.";;;;;1045;"facts about conceptual relations";"accepted";;"8-jul-98";"17-nov-98";"ISO 10303-221 modelling team";"ISO 10303-221:2002"
266;910036;"English";193259;"ontology";491285;"statement";1,1;1260;"composition relation of an individual thing";1003843;5944;"has by definition as first role a";1,1;730035;"component";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"11-mrt-99";"10-okt-12";"Andries van Renssen";"ISO 10303-221:2002"
267;910036;"English";193259;"ontology";491285;"statement";1,1;1260;"composition relation of an individual thing";1003842;5945;"has by definition as second role a";1,1;3823;"whole";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"11-mrt-99";"6-jan-05";"Andries van Renssen";"ISO 10303-221:2002"
265;910036;"English";193259;"ontology";491285;"statement";;1260;"composition relation of an individual thing";1001369;1146;"is a kind of";;4658;"binary relation between individual things";"that specifies that the component individual thing is a component of the whole individual thing, under the constraint that the component individual thing may not be the same object as the whole individual thing. In other words an individual thing cannot be a component of itself. Note: a component does not need to be assembled in the whole.";"is a binary relation between individual things that specifies that the component individual thing is a component of the whole individual thing, under the constraint that the component individual thing may not be the same object as the whole individual thing. In other words an individual thing cannot be a component of itself. Note: a component does not need to be assembled in the whole.";;;;1047;"facts about conceptual relations between individual things";"accepted";;"24-jul-98";"2-sep-13";"Andries van Renssen";"ISO 10303-221:2002"
268;910036;"English";492014;"Gellish";491285;"statement";;1260;"is a part of";1004307;6066;"is a base phrase for";;1260;"composition relation of an individual thing";;;;;;1047;"facts about kinds of relations between individual things";"accepted";;"2-dec-02";"2-dec-02";"Andries van Renssen";"ISO 10303-221:2002"
269;910036;"English";492014;"Gellish";491285;"statement";;1260;"has as part";1007650;1986;"is an inverse phrase for";;1260;"composition relation of an individual thing";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"17-apr-03";"17-apr-03";"Andries van Renssen";"Andries van Renssen"
270;910036;"English";589830;"Gellish alternative";491285;"statement";;1260;"is a whole of";1004617;1986;"is an inverse phrase for";;1260;"composition relation of an individual thing";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"23-jun-00";"5-jan-06";"Andries van Renssen";"Andries van Renssen"
271;910036;"English";589830;"Gellish alternative";491285;"statement";;1260;"is part of";1007195;6066;"is a base phrase for";;1260;"composition relation of an individual thing";;;;;;1047;"facts about kinds of relations between individual things";"accepted";;"6-okt-99";"6-okt-99";"ISO 10303-221 modelling team";"ISO 10303-221:2002"
272;910036;"English";589830;"Gellish alternative";491285;"statement";;1260;"is a component of";1004234;6066;"is a base phrase for";;1260;"composition relation of an individual thing";;;;;;1047;"facts about kinds of relations between individual things";"accepted";;"6-okt-99";"6-okt-99";"ISO 10303-221 modelling team";"ISO 10303-221:2002"
273;910036;"English";589830;"Gellish alternative";491285;"statement";;1260;"has as component";1004742;1986;"is an inverse phrase for";;1260;"composition relation of an individual thing";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"23-jun-00";"22-okt-07";"Andries van Renssen";"Andries van Renssen"
274;910036;"English";589830;"Gellish alternative";491285;"statement";;1260;"is a totality of";1026235;1986;"is an inverse phrase for";;1260;"composition relation of an individual thing";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"22-okt-07";"22-okt-07";"Andries van Renssen";"Andries van Renssen"
279;910036;"English";193259;"ontology";491285;"statement";1,1;1261;"conceptual composition relation of an individual thing";1003575;5944;"has by definition as first role a";1,1;3829;"conceptual component";;;;;;1045;"facts about conceptual relations";"accepted";;"11-mrt-99";"6-jan-05";"Andries van Renssen";"ISO 10303-221:2002"
280;910036;"English";193259;"ontology";491285;"statement";1,1;1261;"conceptual composition relation of an individual thing";1003576;5945;"has by definition as second role a";1,1;3830;"conceptual whole";;;;;;1045;"facts about conceptual relations";"accepted";;"11-mrt-99";"6-jan-05";"Andries van Renssen";"ISO 10303-221:2002"
278;910036;"English";193259;"ontology";491285;"statement";;1261;"conceptual composition relation of an individual thing";1001370;1146;"is a kind of";;1231;"conceptual binary relation between things of specified kinds";"that specifies that it is possible that an individual thing of a specified kind (with a role as conceptual component) can be a component of an individual thing of a specified kind (with a role as conceptual whole), within possibly specified cardinality constraints.";"is a conceptual binary relation between things of specified kinds that specifies that it is possible that an individual thing of a specified kind (with a role as conceptual component) can be a component of an individual thing of a specified kind (with a role as conceptual whole), within possibly specified cardinality constraints.";;;;1045;"facts about conceptual relations";"accepted";;"24-jul-98";"22-aug-12";"Andries van Renssen";"ISO 10303-221:2002, ISO 16354:2013"
281;910036;"English";492014;"Gellish";491285;"statement";;1261;"can be a part of a";1004159;6066;"is a base phrase for";;1261;"conceptual composition relation of an individual thing";;;;;;1045;"facts about kinds of relations";"accepted";;"6-okt-99";"10-okt-12";"Andries van Renssen";"ISO 10303-221:2002"
282;910036;"English";492014;"Gellish";491285;"statement";;1261;"can have as part a";1004620;1986;"is an inverse phrase for";;1261;"conceptual composition relation of an individual thing";;;;;;1045;"facts about conceptual relations";"accepted";;"23-jun-00";"10-okt-12";"Andries van Renssen";"Andries van Renssen"
283;910036;"English";589830;"Gellish alternative";491285;"statement";;1261;"can be part of a";1006637;6066;"is a base phrase for";;1261;"conceptual composition relation of an individual thing";;;;;;1045;"facts about kinds of relations";"accepted";;"6-okt-99";"10-okt-12";"Andries van Renssen";"ISO 10303-221:2002"
284;910036;"English";589830;"Gellish alternative";491285;"statement";;1261;"can be a component of a";1004158;6066;"is a base phrase for";;1261;"conceptual composition relation of an individual thing";;;;;;1045;"facts about kinds of relations";"accepted";;"6-okt-99";"6-okt-99";"ISO 10303-221 modelling team";"ISO 10303-221:2002"
285;910036;"English";589830;"Gellish alternative";491285;"statement";;1261;"can have as component a";1004747;1986;"is an inverse phrase for";;1261;"conceptual composition relation of an individual thing";;;;;;1045;"facts about conceptual relations";"accepted";;"23-jun-00";"22-okt-07";"Andries van Renssen";"Andries van Renssen"
286;910036;"English";589830;"Gellish alternative";491285;"statement";;1261;"can be a whole for a";1026237;1986;"is an inverse phrase for";;1261;"conceptual composition relation of an individual thing";;;;;;1045;"facts about conceptual relations";"accepted";;"22-okt-07";"22-okt-07";"Andries van Renssen";"Andries van Renssen"
290;910036;"English";193259;"ontology";491285;"statement";1,1;1262;"composition relation between aspects";1003976;5945;"has by definition as second role a";1,1;3852;"whole aspect";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"11-mrt-99";"1-apr-99";"ISO 10303-221 modelling team";"ISO 10303-221:2002"
291;910036;"English";193259;"ontology";491285;"statement";1,1;1262;"composition relation between aspects";1003977;5944;"has by definition as first role a";1,1;3853;"part of an aspect";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"11-mrt-99";"1-apr-99";"ISO 10303-221 modelling team";"ISO 10303-221:2002"
289;910036;"English";193259;"ontology";491285;"statement";;1262;"composition relation between aspects";1001372;1146;"is a kind of";;1260;"composition relation of an individual thing";"that is between two aspects that indicates the part aspect is a part of the whole aspect.";;;;;1047;"facts about conceptual relations between individual things";"accepted";;"8-jul-98";"10-feb-14";"Andries van Renssen";"ISO 10303-221:2002"
